ICSD_code,space_group
66118,I m -3 m
66119,I m -3 m
66124,F d -3 m Z
66128,F d -3 m S
66129,F d -3 m S
66130,F d -3 m S
66131,F d -3 m S
66132,F d -3 m S
66133,F d -3 m S
66158,F d -3 Z
66159,F d -3 Z
66160,F d -3 Z
66161,F d -3 Z
66162,F d -3 Z
66200,F m -3 m
66238,P m -3 m
66242,I a -3
66243,I a -3
66244,P m -3 m
66245,P m -3 m
66253,I a -3 d
66255,I a -3 d
66261,P m -3 m
66262,P m -3 m
66274,I a -3 d
66317,P 21 3
66321,F d -3 c Z
66345,I -4 3 m
66352,F -4 3 c
66353,F -4 3 c
66383,P m -3 m
66408,F m -3 m
66409,F d -3 m Z
66410,F d -3 m Z
66411,F d -3 m Z
66475,F d -3 m Z
66476,F d -3 m Z
66477,F d -3 m Z
66478,F d -3 m Z
66479,F d -3 m Z
66480,F m -3 m
66528,P m -3 m
66552,I 21 3
66558,F d -3 m Z
66559,F d -3 m Z
66647,I a -3 d
66667,I a -3 d
66669,I a -3 d
66670,I a -3 d
66671,I a -3 d
66672,I a -3 d
66723,F d -3 m S
66724,F d -3 m S
66725,F d -3 m S
66726,F d -3 m S
66728,F m -3 m
66729,P a -3
66730,I a -3
66731,I a -3
66732,I a -3
66733,I a -3
66734,I a -3
66735,I a -3
66736,I a -3
66742,P m -3 m
66743,P m -3 m
66831,I -4 3 d
66850,F d -3 m Z
66851,F d -3 m Z
66852,F d -3 m Z
66853,F d -3 m Z
66854,F d -3 m Z
66855,F d -3 m Z
66861,P a -3
66868,F d -3 m Z
66875,F d -3 m Z
66879,I m -3
66880,I m -3
66937,P -4 3 m
66938,P -4 3 m
66939,P a -3
67005,P m -3 m
67006,P m -3 m
67017,P -4 3 m
67020,I -4 3 m
67021,I -4 3 m
67022,I -4 3 m
67023,I -4 3 m
67024,I -4 3 m
67025,I -4 3 m
67045,I a -3 d
67050,F m -3 m
67055,I a -3 d
67071,P m -3 m
67072,P m -3 m
67095,F d -3 Z
67096,F d -3 Z
67097,F d -3 Z
67098,F d -3 Z
67099,F d -3 Z
67102,I a -3 d
67103,I a -3 d
67106,P a -3
67127,I m -3 m
67146,F m -3 m
67147,F m -3 m
67215,F m -3 m
67216,F m -3 m
67227,P a -3
67259,F d -3 m Z
67286,F m -3 m
67319,P m -3 m
67320,F -4 3 c
67330,P m -3 m
67331,P m -3 m
67348,F d -3 m S
67349,F d -3 m S
67351,F d -3 m S
67355,I -4 3 m
67356,I -4 3 m
67357,I -4 3 m
67358,I -4 3 m
67361,I 41 3 2
67401,I -4 3 d
67404,P m -3 m
67405,P m -3 m
67433,P a -3
67441,I a -3 d
67450,F m -3 m
67456,F -4 3 m
67505,F m -3 m
67517,F d -3 m Z
67518,P m -3 m
67560,P a -3
67567,P -4 3 m
67568,P -4 3 m
67571,F m -3 m
67583,F d -3 m Z
67589,I -4 3 m
67590,I -4 3 m
67592,P m -3 m
67621,P m -3 m
67622,P m -3 m
67623,P m -3 m
67649,F d -3 m Z
67653,I a -3 d
67709,F -4 3 m
67739,P m -3 m
67740,P m -3 m
67741,P m -3 m
67753,I -4 3 m
67755,F m -3 m
67756,F m -3 m
67757,F m -3 m
67758,F m -3 m
67759,I m -3 m
67760,I m -3 m
67761,I m -3 m
67762,I m -3 m
67763,I m -3 m
67764,I m -3 m
67765,I m -3 m
67766,I m -3 m
67819,P n -3 m Z
67820,P n -3 m Z
67846,F d -3 m S
67847,F d -3 m S
67880,F m -3 m
67895,P a -3
67970,F d -3 m Z
67971,F d -3 m Z
67989,P -4 3 m
67992,P -4 3 n
67993,P -4 3 n
67994,P -4 3 n
67995,P -4 3 n
68028,F m -3 m
68031,I m -3
68067,F m -3 m
68068,F m -3 m
68080,F m -3 m
68082,F m -3 m
68119,F d -3 m S
68120,F d -3 m S
68121,F d -3 m S
68125,P 41 3 2
68127,I m -3 m
68128,I m -3 m
68129,I m -3 m
68130,I m -3 m
68131,I m -3 m
68132,I m -3 m
68144,I m -3
68167,P a -3
68168,P a -3
68169,P a -3
68181,F d -3 m Z
68182,F d -3 m Z
68238,P a -3
68251,I a -3 d
68252,I a -3 d
68263,F d -3 m Z
68264,F d -3 m Z
68265,F m -3 m
68266,F d -3 m Z
68267,F d -3 m Z
68268,F d -3 m Z
68269,F d -3 m Z
68284,I -4 3 d
68291,F m -3 m
68300,F -4 3 c
68301,F -4 3 c
68318,I m -3 m
68327,I m -3 m
68337,P 43 3 2
68338,P 43 3 2
68339,P 43 3 2
68363,F -4 3 m
68411,F d -3 m Z
68412,F -4 3 m
68426,P -4 3 n
68427,P -4 3 n
68428,P -4 3 n
68430,I 2 3
68431,I 2 3
68432,I 2 3
68433,I 2 3
68472,P a -3
68473,P a -3
68537,F m -3 m
68593,F d -3 m Z
68611,F m -3 m
68612,F m -3 m
68627,I 2 3
68632,F d -3 m Z
68633,F d -3 m Z
68634,F d -3 m Z
68635,F d -3 m Z
68647,I 2 3
68667,P -4 3 m
68708,F d -3 m Z
68709,F d -3 m Z
68714,F m -3 m
68715,F m -3 m
68733,P a -3
68750,P -4 3 m
68763,F m -3 m
68764,F m -3 m
68765,F m -3 m
68766,F m -3 m
68780,F m -3 m
68799,F m -3 m
68873,P m -3 m
68890,F m -3 m
68934,P m -3 m
68935,P m -3 m
68936,P m -3 m
68937,P m -3 m
68938,P m -3 m
68955,P -4 3 n
68956,P -4 3 n
68957,P -4 3 n
68958,P -4 3 n
68959,P -4 3 n
68960,P -4 3 n
68982,F m -3 m
68998,F m -3 m
69008,I 2 3
69017,P -4 3 n
69024,I a -3 d
69045,F d -3 Z
69062,F m -3 m
69075,P m -3 m
69076,I 21 3
69078,F m -3 m
69101,I m -3 m
69102,P a -3
69111,I -4 3 m
69112,I -4 3 m
69142,F m -3 m
69162,P m -3 m
69163,P m -3 m
69169,I m -3
69170,F d -3 m Z
69171,F d -3 m Z
69191,P n -3 Z
69298,F d -3 m Z
69299,F d -3 m Z
69339,F m -3 m
69356,I m -3
69360,P m -3 m
69422,I a -3
69423,I m -3
69430,I -4 3 d
69431,I -4 3 d
69432,I -4 3 d
69435,P a -3
69436,P a -3
69437,P a -3
69441,F m -3 m
69461,F d -3 m S
69490,P 21 3
69567,P -4 3 n
69588,P a -3
69595,F m -3 m
69596,F m -3 m
69597,F m -3 m
69612,F m -3 m
69625,F d -3 m Z
69637,P m -3 m
69638,P m -3 m
69639,P m -3 m
69646,P 43 3 2
69663,I a -3 d
69664,I a -3 d
69665,I a -3 d
69666,I a -3 d
69669,F 2 3
69678,F d -3 m Z
69718,P m -3
69723,P m -3
69724,P m -3 m
69725,P m -3 m
69791,P 21 3
69808,F d -3 m Z
69823,P -4 3 m
69889,F m -3 m
69890,F m -3 m
69891,F m -3 m
69892,F m -3 m
69893,F m -3 m
69894,F m -3 m
69895,F m -3 m
69896,F m -3 m
69897,F m -3 m
69952,P m -3 m
70023,F d -3 m S
70024,F d -3 m S
70025,F d -3 m S
70026,F d -3 m S
70027,F d -3 m S
70028,F d -3 m S
70029,F d -3 m S
70030,F d -3 m S
70031,F d -3 m S
70045,P 43 3 2
70046,P 43 3 2
70055,I -4 3 m
70060,P 21 3
70062,I m -3
70063,P m -3 n
70064,F m -3
710036,F d -3 m Z
710060,P a -3
71019,I -4 3 m
71023,F d -3 m Z
71029,P a -3
71058,F d -3 m Z
71062,P a -3
71095,F d -3 m Z
71146,I m -3 m
71147,I m -3 m
71148,I m -3 m
71149,I m -3 m
71168,P m -3 m
71190,F m -3 m
71191,F m -3 m
71202,F d -3 Z
71212,I 21 3
71213,I 21 3
71214,I 21 3
71235,P m -3 m
71241,P m -3 m
71256,I a -3 d
71257,I a -3 d
71258,I a -3 d
71282,P m -3 m
71283,P m -3 m
71284,P m -3 m
71285,P m -3 m
71286,P m -3 m
71287,F d -3 m Z
71288,F d -3 m Z
71289,F d -3 m Z
71301,P 21 3
71322,P m -3 m
71323,P m -3 m
71324,P m -3 m
71336,F d -3 m Z
71337,F d -3 m Z
71420,F m -3 m
71422,F m -3 m
71430,I 2 3
71431,I 2 3
71432,P -4 3 n
71433,P -4 3 n
71434,P -4 3 n
71437,P -4 3 n
71438,F d -3 m Z
71439,F d -3 m Z
71449,P m -3 m
71474,P a -3
71515,I 41 3 2
71532,P a -3
71533,F d -3 m Z
71564,I m -3
71604,F m -3 m
71605,F d -3 m Z
71627,P m -3 m
71628,F m -3 m
71629,F m -3 m
71630,F m -3 m
71631,F m -3 m
71632,F m -3 m
71633,F m -3 m
71678,F d -3 m S
71679,F d -3 m S
71680,F d -3 m S
71685,P a -3
71686,P a -3
71687,P a -3
71695,F d -3 m Z
71771,F -4 3 m
71777,I 2 3
71789,I m -3
71802,F d -3 m S
71804,I -4 3 m
71805,I -4 3 m
71830,P 21 3
71831,P 21 3
71832,P 21 3
71845,F d -3 m Z
71860,P a -3
71861,I a -3 d
71884,I -4 3 d
71887,I a -3 d
71888,I a -3 d
71889,I a -3 d
71890,I a -3 d
71891,I a -3 d
71892,I a -3 d
71893,I a -3 d
71894,I a -3 d
71895,I a -3 d
71896,I a -3 d
71899,I a -3 d
71900,I a -3 d
71917,I 2 3
71939,P m -3 m
71949,P -4 3 n
71950,P -4 3 n
71951,P -4 3 n
71952,P -4 3 n
71953,P -4 3 n
71954,P -4 3 n
71955,P -4 3 n
71956,P -4 3 n
71959,I m -3 m
71987,F m -3 m
71989,F m -3 m
71994,P m -3 m
71995,P m -3 m
72005,P m -3 m
72006,P m -3 m
72010,I a -3
72014,P a -3
72027,F d -3 m Z
72028,F d -3 m Z
72029,F d -3 m Z
72030,F d -3 m Z
72031,F d -3 m Z
72032,F d -3 m Z
72033,F d -3 m Z
72034,F d -3 m Z
72035,F d -3 m Z
72036,F d -3 m Z
72037,F d -3 m Z
72038,F d -3 m Z
72039,F d -3 m Z
72040,P m -3 m
72042,F d -3 m Z
72043,F d -3 m Z
72044,F d -3 m Z
72045,F d -3 m Z
72046,F d -3 m Z
72047,F d -3 m Z
72048,F d -3 m Z
72059,P -4 3 n
72060,P -4 3 n
72061,P -4 3 n
72065,F d -3 m Z
72067,F d -3 m Z
72068,F d -3 m Z
72069,F d -3 m Z
72070,F d -3 m Z
72071,F d -3 m Z
72072,F d -3 m Z
72073,F d -3 m Z
72074,F d -3 m Z
72075,F d -3 m Z
72076,F d -3 m Z
72077,F d -3 m Z
72078,F d -3 m Z
72079,F d -3 m Z
72094,F d -3 m Z
72095,F d -3 m Z
72096,F d -3 m Z
72097,F d -3 m Z
72112,P a -3
72127,P 43 3 2
72142,F d -3 m Z
72143,F d -3 m Z
72148,F -4 3 m
72149,F -4 3 m
72155,F m -3 m
7218,F d -3 m S
72194,F -4 3 m
7220,F d -3 m Z
72206,F d -3 m Z
72207,F d -3 m Z
72209,F m -3 m
7221,F d -3 m Z
72210,F d -3 m Z
72211,F m -3 m
72226,P m -3 m
72269,P m -3 m
72305,I -4 3 d
72322,P 43 3 2
72350,F m -3 m
72351,F m -3 m
72372,I 2 3
72373,I -4 3 m
72383,F d -3 m Z
72410,F d -3 m Z
72418,F d -3 m Z
72484,P 21 3
72504,I -4 3 d
72546,F d -3 m Z
72560,F d -3 m Z
72561,F d -3 m Z
72562,F d -3 m Z
72563,F d -3 m Z
72579,P m -3 m
72580,P m -3 m
72581,P m -3 m
72582,P m -3 m
72640,P 21 3
72678,P -4 3 n
72690,I m -3 m
72691,I m -3 m
72716,P a -3
72717,P a -3
72772,F m -3 m
72773,F m -3 m
72774,F m -3 m
72775,F m -3 m
72818,F d -3 Z
72822,I -4 3 d
72823,I -4 3 d
72859,F d -3 m Z
72905,F m -3 m
72942,P m -3 m
72955,F m -3 m
72956,F m -3 m
73020,F d -3 m Z
73021,F d -3 m Z
73022,F d -3 m Z
73043,I -4 3 m
73044,I -4 3 m
73052,P -4 3 m
73053,P 21 3
73054,P 21 3
73055,P 21 3
73056,P 21 3
73107,P -4 3 n
73108,P -4 3 n
73166,P m -3 m
73170,I 21 3
73192,F -4 3 m
73217,F m -3 m
73231,F m -3 m
73232,F m -3 m
73233,F m -3 m
73234,I m -3 m
73253,F m -3 m
73255,F -4 3 m
73275,F m -3 m
73277,F d -3 m Z
73310,F d -3 m Z
73346,F m -3 m
73396,F d -3 m Z
73403,F d -3 m Z
73409,I m -3 m
73461,I -4 3 m
73462,I -4 3 m
73503,P 21 3
73527,P m -3 m
73529,P 21 3
73564,F d -3 m Z
73567,F d -3 m Z
73581,F d -3 m Z
73600,P m -3 m
73601,P m -3 m
73603,I 2 3
73604,I m -3
73647,F d -3 m Z
73648,F d -3 m Z
73656,I a -3
73657,I a -3
73658,I a -3
73659,I a -3
73660,I a -3
73661,F m -3 m
73687,P 21 3
73705,P a -3
73722,F m -3 m
73735,I 2 3
73743,I 2 3
73746,I m -3
73771,P m -3 m
73787,F d -3 m S
73788,F d -3 m S
73789,F d -3 m S
73790,F d -3 m S
73791,F d -3 m S
73792,F d -3 m S
73793,F d -3 m S
73794,F d -3 m S
73795,F d -3 m S
73796,F d -3 m S
73797,F d -3 m S
73798,F d -3 m S
73799,F d -3 m S
73808,P 41 3 2
73809,P 41 3 2
73810,P 41 3 2
73811,P 41 3 2
73815,I a -3 d
73816,I a -3 d
73817,I a -3 d
73923,F d -3 m Z
73929,F d -3 m Z
73930,F d -3 m Z
73951,F d -3 m Z
73952,F d -3 m Z
73956,P -4 3 m
73962,F m -3 m
73963,F m -3 m
73964,F d -3 m Z
73969,P m -3 m
73972,F -4 3 m
73973,F -4 3 m
73976,I m -3
73977,I m -3
73981,F m -3 m
73982,F m -3 m
74003,P a -3
74004,P a -3
74017,P m -3 m
74018,P m -3 m
74029,F m -3 m
74039,F m -3 m
74056,I -4 3 m
74057,I -4 3 m
74090,I a -3
74218,P a -3
74283,F d -3 m Z
74284,F d -3 m Z
74311,F d -3 m Z
74320,F d -3 m Z
74321,F d -3 m Z
74328,F d -3 m Z
74332,F d -3 m Z
74333,F d -3 m Z
74366,I -4 3 m
74367,I m -3 m
74382,P n -3 Z
74383,F d -3 m Z
74394,P m -3 m
74504,F -4 3 m
74514,P a -3
74523,F m -3
74525,P -4 3 n
74526,P -4 3 n
74547,I 2 3
74570,I a -3 d
74604,I a -3 d
74605,I a -3 d
74606,I a -3 d
74607,I a -3 d
74611,F d -3 m Z
74612,F d -3 m Z
74613,F d -3 m Z
74614,F d -3 m Z
74615,F d -3 m Z
74616,F d -3 m Z
74617,F d -3 m Z
74618,F d -3 m Z
74619,F d -3 m Z
74620,F d -3 m Z
74621,F d -3 m Z
74622,F d -3 m Z
74623,F d -3 m Z
74624,F d -3 m Z
74625,F d -3 m Z
74626,F d -3 m Z
74627,F d -3 m Z
74628,F d -3 m Z
74629,F d -3 m Z
74656,I -4 3 d
74660,I -4 3 d
74661,I -4 3 d
74662,I -4 3 d
74663,I -4 3 d
74675,P m -3 m
74676,P m -3 m
74677,F d -3 Z
74679,F m -3 m
74706,F d -3 m Z
74759,P m -3
74772,I m -3 m
74790,F -4 3 m
74850,I -4 3 d
74855,P n -3 Z
74856,P -4 3 n
74871,F d -3 m Z
74872,F d -3 m Z
74907,I -4 3 m
74908,I -4 3 m
74909,I -4 3 m
74910,I -4 3 m
74915,I m -3 m
74957,F d -3 m Z
74958,F d -3 m Z
74959,F -4 3 m
74991,F m -3 m
74992,F m -3 m
74994,P m -3 m
74995,P m -3 m
74997,F d -3 m S
74998,F d -3 m S
74999,F d -3 m S
75010,P 21 3
75011,P 21 3
75079,I 2 3
75091,F d -3 m Z
75092,F d -3 m Z
75093,F d -3 m Z
75094,F d -3 m Z
75095,F d -3 m Z
75096,F d -3 m Z
75097,F d -3 m Z
75098,F d -3 m Z
75099,F d -3 m Z
75100,F d -3 m Z
75101,F d -3 m Z
75102,F d -3 m Z
75103,F d -3 m Z
75104,F d -3 m Z
75126,P 21 3
75135,P -4 3 n
75156,F d -3 m Z
75157,F d -3 m Z
75173,I a -3
75205,I -4 3 m
75206,I 2 3
75207,I 2 3
75208,I 2 3
75209,I 2 3
75210,I 2 3
75211,I 2 3
75212,I 2 3
75213,P m -3 m
75239,I a -3 d
75264,I -4 3 m
75270,I a -3 d
75298,P -4 3 n
75299,P -4 3 n
75316,F m -3 m
75325,P m -3 m
75326,P m -3 m
75327,P m -3 m
75352,F m -3 m
75354,P m -3
75355,F m -3
75356,I m -3
75360,F m -3 m
75361,F m -3 m
75366,P 21 3
75367,F d -3 m Z
75368,F d -3 m Z
75369,F d -3 m Z
75370,F d -3 m Z
75371,F d -3 m Z
75372,F d -3 m Z
75373,F d -3 m Z
75374,F d -3 m Z
75375,F d -3 m Z
75376,F d -3 m Z
75377,F d -3 m Z
75381,I -4 3 d
75389,I 2 3
75390,I 2 3
75391,I 2 3
75392,I 2 3
75393,I 2 3
75394,I 2 3
75395,I 2 3
75396,I 2 3
75397,I 2 3
75398,I 2 3
75399,I 2 3
75402,P m -3 m
75409,P m -3 m
75410,P m -3 m
75411,P m -3 m
75499,P m -3 m
75508,P a -3
75513,P 21 3
75525,P 43 3 2
75531,F d -3 m S
75579,P m -3 m
75623,F d -3 m Z
75624,F d -3 m Z
75625,F d -3 m Z
75626,F d -3 m Z
75627,F d -3 m Z
75628,F d -3 m Z
75629,F d -3 m Z
75630,F d -3 m Z
75631,F d -3 m Z
75632,F d -3 m Z
75633,F d -3 m Z
75640,I a -3 d
75641,I a -3 d
75642,I a -3 d
75643,I a -3 d
75644,I a -3 d
75645,I a -3 d
75646,I a -3 d
75671,F d -3 m Z
75672,F d -3 m Z
75673,F d -3 m Z
75674,F d -3 m Z
75675,F d -3 m Z
75676,F d -3 m Z
75677,F d -3 m Z
75678,F d -3 m Z
75708,F d -3 m S
75709,F d -3 m S
75710,F d -3 m S
75711,F d -3 m S
75907,P -4 3 n
75908,P -4 3 n
75909,P -4 3 n
75910,P -4 3 n
75911,P -4 3 n
75912,P -4 3 n
75913,P -4 3 n
75914,P -4 3 n
759444,F d -3 m Z
759445,F d -3 m Z
759449,F d -3 m Z
759450,F d -3 m Z
759451,F d -3 m Z
759452,F d -3 m Z
759458,F d -3 m Z
759459,F d -3 m Z
759461,F d -3 m Z
759462,F d -3 m Z
759649,F d -3 m Z
75965,F d -3 m Z
759650,F d -3 m Z
759651,F d -3 c Z
759652,F d -3 c Z
75980,F d -3 Z
75993,P m -3 m
75994,P m -3 m
75999,P m -3 m
760017,F d -3 m Z
76011,I m -3 m
76014,I m -3 m
76038,I m -3 m
76043,I m -3 m
76087,I a -3
76122,I m -3
76147,I m -3 m
76151,I m -3 m
76152,I m -3 m
76156,I m -3 m
76164,I m -3 m
76165,I m -3 m
76167,I m -3 m
76168,I m -3 m
76262,I m -3 m
76264,I m -3 m
76269,I m -3 m
76279,I m -3 m
76304,F m -3 m
76305,F m -3 m
76313,I -4 3 d
76412,I m -3 m
76415,I m -3 m
76416,I m -3 m
76417,I m -3 m
76422,I a -3
76440,I -4 3 m
76524,I a -3
76554,I m -3 m
76593,I m -3 m
76611,F -4 3 m
76653,I a -3
76747,I m -3 m
76782,I -4 3 m
76859,P m -3 m
76867,I a -3 d
76927,P n -3 Z
76928,P n -3 Z
76946,I m -3 m
76968,P -4 3 n
76969,P -4 3 n
76972,P -4 3 m
76976,P n -3 S
77057,I m -3 m
77072,F -4 3 m
77073,F -4 3 m
77074,F -4 3 m
77075,F -4 3 m
77081,I a -3
77087,F -4 3 m
77088,F -4 3 m
77090,F -4 3 m
77091,F -4 3 m
77092,F -4 3 m
77100,F m -3 m
77101,F m -3 m
77102,F m -3 m
77103,F m -3 m
77109,P a -3
77111,P a -3
77271,F -4 3 m
77294,I -4 3 m
77295,I -4 3 m
77296,I -4 3 m
77297,I -4 3 m
77298,I -4 3 m
77299,I -4 3 m
77300,I -4 3 m
77330,P n -3 S
77356,F m -3 m
77367,I m -3 m
77370,I m -3 m
77384,P 41 3 2
77396,I -4 3 d
77419,I -4 3 m
77515,I -4 3 d
77561,I -4 3 d
77572,I -4 3 d
77582,F d -3 m Z
77583,F d -3 m Z
77584,F d -3 m Z
77585,F d -3 m Z
77586,F d -3 m Z
77587,F d -3 m Z
77588,F d -3 m Z
77589,F d -3 m Z
77590,F d -3 m Z
77591,F d -3 m Z
77592,F d -3 m Z
77599,P a -3
77600,P a -3
77636,F m -3 m
77640,I m -3 m
77651,P n -3 m S
77654,P n -3 m S
77678,I m -3
77691,F m -3 m
77704,I 41 3 2
77714,P n -3 m S
77721,I m -3
77763,F m -3 m
77843,F d -3 m Z
7788,I m -3 m
7789,I m -3 m
77919,F m -3 m
78017,I a -3 d
78018,I a -3 d
78019,I a -3 d
78020,I a -3 d
78021,I a -3 d
78052,I a -3 d
78053,I a -3 d
78054,I a -3 d
78055,I a -3 d
78056,I a -3 d
78057,I a -3 d
78060,I m -3 m
78072,F d -3 m Z
78114,F d -3 m S
78115,F d -3 m S
78116,F d -3 m S
78117,F d -3 m S
78118,F d -3 m S
78119,F d -3 m S
78120,F d -3 m S
78121,F d -3 m S
78122,F d -3 m S
78123,F d -3 m S
78124,F d -3 m S
78125,F d -3 m S
78126,F d -3 m S
78127,F d -3 m S
78128,F d -3 m S
78129,F d -3 m S
78130,F d -3 m S
78131,F d -3 m S
78132,F d -3 m S
78133,F d -3 m S
78134,F d -3 m S
78135,F d -3 m S
78136,F d -3 m S
78137,F d -3 m S
78138,F d -3 m S
78139,F d -3 m S
78140,F d -3 m S
78141,F d -3 m S
78142,F d -3 m S
78143,F d -3 m S
78144,F d -3 m S
78145,F d -3 m S
78146,F d -3 m S
78147,F d -3 m S
78148,F d -3 m S
78149,F d -3 m S
78150,F d -3 m S
78151,F d -3 m S
78152,F d -3 m S
78153,F d -3 m S
78181,P m -3 m
78182,P m -3 m
78183,P m -3 m
78184,F m -3 m
78185,F m -3 m
78281,I m -3
78312,P a -3
78313,F m -3 m
78314,F m -3 m
78367,I m -3 m
78368,I -4 3 m
78389,F m -3 m
78390,P a -3
78391,P a -3
78394,I m -3 m
78395,I m -3 m
78399,P m -3 m
78400,P m -3 m
78402,F d -3 m S
78403,F d -3 m S
78404,F d -3 m S
78405,F d -3 m S
78406,F d -3 m S
78407,F d -3 m S
78408,F d -3 m S
78409,F d -3 m S
78410,F d -3 m S
78411,F d -3 m S
78412,F d -3 m S
78413,F d -3 m S
78414,F d -3 m S
78415,F d -3 m S
78420,F -4 3 c
78424,F m -3 m
78491,P m -3 m
78495,P m -3 m
78496,P m -3 m
78554,F d -3 m S
78555,F d -3 m S
78556,F d -3 m S
78557,F d -3 m S
78558,F d -3 m S
78559,F d -3 m S
78560,F d -3 m S
78566,P m -3 m
78571,P m -3 m
78572,P -4 3 n
78573,P m -3 m
78581,I a -3
78582,I a -3
78583,I a -3
78665,F d -3 m S
78666,F d -3 m S
78686,I m -3 m
78709,I a -3
78710,F d -3 m S
78713,F d -3 m S
78718,P n -3 m S
78730,P m -3 m
78759,I a -3 d
78766,F m -3 m
78767,F m -3 m
78779,I -4 3 d
78804,P a -3
78808,P -4 3 m
78809,F d -3 Z
78810,P -4 3 n
78811,P -4 3 n
78812,P -4 3 n
78813,P -4 3 n
78814,P -4 3 n
78815,P -4 3 n
78816,P -4 3 n
78817,P -4 3 n
78827,F m -3 m
78834,F m -3 m
78841,P 21 3
78849,I a -3
78851,I a -3
78853,F m -3 m
78854,F m -3 m
78855,F m -3 m
78856,F m -3 m
78859,F m -3 m
78860,F m -3 m
78861,F m -3 m
78862,F m -3 m
78863,F m -3 m
78864,F m -3 m
78865,F m -3 m
78875,I -4 3 m
78876,I -4 3 m
78877,I -4 3 m
78890,P m -3 m
78955,F m -3 m
78986,P n -3 Z
79000,F d -3 m Z
79022,P m -3 m
79086,P m -3 m
79087,P m -3 m
79099,F m -3 m
79112,I -4 3 m
79113,I -4 3 m
79126,I -4 3 d
79145,F d -3 m Z
79158,F d -3 m Z
79196,P 43 3 2
79201,P m -3 m
79202,P m -3 m
79230,P m -3 m
79231,P 21 3
79232,P 21 3
79233,P 21 3
79240,I -4 3 m
79241,P m -3 m
79263,P m -3 m
79277,I m -3
79317,F d -3 m Z
79323,F d -3 m Z
79324,F d -3 m Z
79325,F d -3 m Z
79326,F d -3 m Z
79327,F d -3 m Z
79328,F d -3 m Z
79329,F d -3 m Z
79330,F d -3 m Z
79331,F d -3 m Z
79332,F d -3 m Z
79385,F d -3 m Z
79386,F d -3 m Z
79387,F d -3 m Z
79388,F d -3 m Z
79389,F d -3 m Z
79390,F d -3 m Z
79391,F d -3 m Z
79396,F m -3 m
7940,F d -3 m Z
79400,P 43 3 2
7941,F d -3 m Z
79411,F m -3 m
79412,F m -3 m
79414,I a -3
79415,I a -3
79422,F m -3 m
79446,F d -3 m S
79449,I a -3 d
79473,P -4 3 n
79474,P -4 3 n
79475,P m -3 n
79490,I -4 3 d
79509,P 43 3 2
79510,P 41 3 2
79524,F m -3 m
79538,F d -3 m Z
79605,P m -3 m
79628,P m -3 m
79645,P -4 3 n
79646,P m -3 m
79669,P a -3
79671,P a -3
79691,P 41 3 2
79785,F m -3 m
79793,F d -3 Z
79859,P n -3 Z
79866,P m -3 n
79869,I a -3 d
79910,F d -3 Z
79917,I -4 3 d
79918,I -4 3 d
79919,I -4 3 d
79920,I -4 3 d
79921,F m -3 m
79922,I -4 3 d
79925,I m -3
79926,I m -3
79927,I m -3
79928,I m -3
79929,I m -3
79980,P m -3 m
79988,P -4 3 m
79989,P -4 3 m
79990,P -4 3 m
79997,I m -3
79998,I m -3
800,F -4 3 m
80020,F d -3 Z
80021,F d -3 Z
80033,I a -3
80034,I a -3
80035,I a -3
80036,I a -3
80037,I a -3
80038,I a -3
80051,I -4 3 m
80063,P -4 3 m
80064,P -4 3 m
80068,F m -3 m
80077,F m -3 m
80096,F m -3 m
80097,I -4 3 m
80098,I -4 3 d
80099,I -4 3 d
80102,F d -3 c Z
80117,P 21 3
80140,I a -3 d
80141,I a -3 d
80142,I a -3 d
80143,I a -3 d
80144,I a -3 d
80145,I a -3 d
80146,I a -3 d
80147,I a -3 d
80148,I a -3 d
80149,F d -3 Z
80197,F d -3 m Z
80218,F -4 3 m
80219,F -4 3 m
80220,F -4 3 m
80221,F -4 3 m
80222,F -4 3 m
80223,F -4 3 m
80224,F -4 3 m
80225,F -4 3 m
80226,F -4 3 m
80227,F -4 3 m
80228,F -4 3 m
80229,F -4 3 m
8024,F m -3 m
80245,F m -3 m
80246,F m -3 m
80247,F m -3 m
80248,F m -3 m
80249,F m -3 m
80250,F m -3 m
80282,P -4 3 m
80283,I -4 3 m
80301,F m -3 m
80320,P m -3 m
80337,P 21 3
80338,P 21 3
80339,P 21 3
80340,P 21 3
80341,P 21 3
80382,I m -3 m
80385,P a -3
80386,P a -3
80387,P a -3
80388,P a -3
8040,F d -3 m Z
80402,I 21 3
80403,I 21 3
80404,I 21 3
80410,I 21 3
80414,I 21 3
80419,F -4 3 c
80420,F -4 3 c
8043,F m -3 m
80458,F -4 3 m
80472,P -4 3 n
80512,P m -3 n
80517,P m -3 m
80518,P m -3 m
80520,I m -3 m
80521,I m -3 m
80522,I m -3 m
80543,I m -3 m
8055,F m -3 m
80580,I m -3
80581,I m -3
80582,I a -3 d
80588,P a -3
80589,P a -3
80612,I a -3 d
80622,I -4 3 d
80623,I -4 3 d
80670,I a -3 d
80671,I a -3 d
80672,I a -3 d
80673,I a -3 d
80674,I a -3 d
80775,F d -3 m Z
80776,F d -3 m Z
80799,P m -3 m
80825,I a -3 d
80844,I a -3 d
80845,I a -3 d
80846,I a -3 d
80847,I a -3 d
80848,F d -3 m Z
80849,F d -3 m Z
80850,F d -3 m Z
80851,F d -3 m Z
80871,P m -3 m
80872,P m -3 m
80873,P m -3 m
80874,P m -3 m
80878,P m -3 m
80879,P m -3 m
80880,P m -3 m
